SYMBOL,DATE,TIME,BID
SPY,19971212,9:01:24,0
SPY,19971212,9:01:24,0
SPY,19971212,9:01:24,0
SPY,19971212,9:32:14,96.28125
SPY,19971212,9:32:18,96.28125
SPY,19971212,9:32:23,96.25
SPY,19971212,9:32:24,96.25
SPY,19971212,9:32:33,96.28125
SPY,19971212,9:32:33,96.28125
SPY,19971212,9:32:34,0
SPY,19971212,9:32:39,96.26562
SPY,19971212,9:32:39,96.26562
SPY,19971212,9:32:44,95.70312
SPY,19971212,9:32:47,96.28125
SPY,19971212,9:32:54,96.28125
SPY,19971212,9:33:33,96.28125
SPY,19971212,9:34:30,96.26562
SPY,19971212,9:34:35,96.28125
SPY,19971212,9:34:50,96.3125
SPY,19971212,9:34:53,96.28125
SPY,19971212,9:34:53,96.28125
SPY,19971212,9:34:54,96.3125
SPY,19971212,9:35:14,96.28125
SPY,19971212,9:35:30,96.28125
SPY,19971212,9:35:37,96.28125
SPY,19971212,9:35:37,96.25
SPY,19971212,9:35:37,96.25
SPY,19971212,9:36:09,96.28125
SPY,19971212,9:36:16,96.21875
SPY,19971212,9:36:16,96.21875
SPY,19971212,9:36:40,96.28125
SPY,19971212,9:36:43,96.25
SPY,19971212,9:36:46,96.28125
SPY,19971212,9:36:50,96.28125
SPY,19971212,9:37:01,96.21875
SPY,19971212,9:37:20,96.21875
SPY,19971212,9:37:34,96.28125
SPY,19971212,9:38:06,96.28125
SPY,19971212,9:38:19,96.25
SPY,19971212,9:38:22,96.21875
SPY,19971212,9:38:22,96.21875
SPY,19971212,9:38:23,96.25
SPY,19971212,9:38:23,96.25
SPY,19971212,9:38:51,96.21875
SPY,19971212,9:39:09,96.21875
SPY,19971212,9:39:12,96.1875
SPY,19971212,9:39:12,96.1875
SPY,19971212,9:39:15,96.21875
SPY,19971212,9:39:15,96.21875
SPY,19971212,9:39:19,96.21875
SPY,19971212,9:39:31,96.1875
SPY,19971212,9:40:26,96.21875
SPY,19971212,9:40:43,96.1875
SPY,19971212,9:41:20,96.25
SPY,19971212,9:41:23,96.28125
SPY,19971212,9:41:25,96.21875
SPY,19971212,9:41:25,96.21875
SPY,19971212,9:41:52,96.3125
SPY,19971212,9:41:55,96.28125
SPY,19971212,9:41:55,96.28125
SPY,19971212,9:41:56,96.1875
SPY,19971212,9:42:39,96.28125
SPY,19971212,9:42:45,96.375
SPY,19971212,9:42:45,96.375
SPY,19971212,9:42:49,96.25
SPY,19971212,9:42:50,96.28125
SPY,19971212,9:42:50,96.28125
SPY,19971212,9:42:55,96.1875
SPY,19971212,9:43:41,96.28125
SPY,19971212,9:43:44,96.25
SPY,19971212,9:43:44,96.25
SPY,19971212,9:43:44,96.1875
SPY,19971212,9:44:23,96.3125
SPY,19971212,9:44:25,96.28125
SPY,19971212,9:44:25,96.28125
SPY,19971212,9:44:27,96.1875
SPY,19971212,9:44:51,96.29687
SPY,19971212,9:44:59,96.34375
SPY,19971212,9:45:02,96.34375
SPY,19971212,9:45:04,96.3125
SPY,19971212,9:45:05,96.3125
SPY,19971212,9:45:10,96.32812
SPY,19971212,9:45:50,96.34375
SPY,19971212,9:46:36,96.35937
SPY,19971212,9:47:20,96.32812
SPY,19971212,9:47:25,96.28125
SPY,19971212,9:47:30,96.3125
SPY,19971212,9:47:33,96.28125
SPY,19971212,9:47:33,96.28125
SPY,19971212,9:47:34,96.3125
SPY,19971212,9:47:38,96.29687
SPY,19971212,9:47:38,96.29687
SPY,19971212,9:47:41,96.3125
SPY,19971212,9:47:41,96.3125
SPY,19971212,9:47:42,96.28125
SPY,19971212,9:47:45,96.25
SPY,19971212,9:47:45,96.25
SPY,19971212,9:47:45,96.26562
SPY,19971212,9:47:45,96.26562
SPY,19971212,9:48:16,96.25
SPY,19971212,9:48:20,96.21875
SPY,19971212,9:48:20,96.21875
SPY,19971212,9:48:23,96.25
SPY,19971212,9:48:28,96.21875
SPY,19971212,9:48:31,96.21875
SPY,19971212,9:48:35,96.1875
SPY,19971212,9:48:35,96.1875
SPY,19971212,9:48:37,96.21875
SPY,19971212,9:48:37,96.21875
SPY,19971212,9:48:49,96
SPY,19971212,9:48:54,96.21875
SPY,19971212,9:49:45,96.21875
SPY,19971212,9:50:05,96.1875
SPY,19971212,9:50:08,96.15625
SPY,19971212,9:50:08,96.15625
SPY,19971212,9:50:11,96.1875
SPY,19971212,9:50:11,96.1875
SPY,19971212,9:50:18,96.1875
SPY,19971212,9:50:31,96.15625
SPY,19971212,9:50:35,96.125
SPY,19971212,9:50:35,96.125
SPY,19971212,9:50:38,96.14062
SPY,19971212,9:50:38,96.14062
SPY,19971212,9:51:13,96.1875
SPY,19971212,9:51:15,96.15625
SPY,19971212,9:51:15,96.15625
SPY,19971212,9:51:19,96.17187
SPY,19971212,9:51:26,96.15625
SPY,19971212,9:51:30,96.125
SPY,19971212,9:51:30,96.125
SPY,19971212,9:51:30,96.14062
SPY,19971212,9:51:30,96.14062
SPY,19971212,9:51:31,96.125
SPY,19971212,9:51:34,96.10937
SPY,19971212,9:51:35,96.10937
SPY,19971212,9:51:35,96.09375
SPY,19971212,9:51:36,96.09375
SPY,19971212,9:51:42,96.09375
SPY,19971212,9:51:45,96.07812
SPY,19971212,9:51:45,96.0625
