SYMBOL,DATE,TIME,BID
SPY,19970203,9:01:04,0
SPY,19970203,9:01:04,0
SPY,19970203,9:01:04,0
SPY,19970203,9:31:46,78.625
SPY,19970203,9:32:12,78.5
SPY,19970203,9:32:13,78.60937
SPY,19970203,9:32:25,78.625
SPY,19970203,9:32:35,78.625
SPY,19970203,9:32:38,78.625
SPY,19970203,9:32:40,78.46875
SPY,19970203,9:32:55,78.5
SPY,19970203,9:33:06,78.60937
SPY,19970203,9:33:11,78.59375
SPY,19970203,9:33:15,78.57812
SPY,19970203,9:33:32,78.57812
SPY,19970203,9:33:49,78.46875
SPY,19970203,9:33:57,78.57812
SPY,19970203,9:34:29,78.57812
SPY,19970203,9:34:32,78.5625
SPY,19970203,9:34:35,78.54687
SPY,19970203,9:34:38,78.53125
SPY,19970203,9:34:45,78.5625
SPY,19970203,9:35:26,78.53125
SPY,19970203,9:35:42,78.53125
SPY,19970203,9:36:02,78.53125
SPY,19970203,9:36:08,78.51562
SPY,19970203,9:36:22,78.5
SPY,19970203,9:36:36,78.375
SPY,19970203,9:36:52,78.51562
SPY,19970203,9:37:16,78.375
SPY,19970203,9:38:09,78.53125
SPY,19970203,9:38:19,78.40625
SPY,19970203,9:38:43,78.51562
SPY,19970203,9:38:48,78.375
SPY,19970203,9:39:51,78.53125
SPY,19970203,9:39:57,78.40625
SPY,19970203,9:41:02,78.5
SPY,19970203,9:41:08,78.375
SPY,19970203,9:41:23,78.5
SPY,19970203,9:41:27,78.5
SPY,19970203,9:42:38,78.5
SPY,19970203,9:42:43,78.5
SPY,19970203,9:43:09,78.48437
SPY,19970203,9:43:13,78.46875
SPY,19970203,9:43:13,78.46875
SPY,19970203,9:44:25,78.45312
SPY,19970203,9:44:29,78.3125
SPY,19970203,9:45:27,78.46875
SPY,19970203,9:45:32,78.34375
SPY,19970203,9:45:53,78.46875
SPY,19970203,9:45:58,78.46875
SPY,19970203,9:46:11,78.46875
SPY,19970203,9:46:53,78.46875
SPY,19970203,9:47:49,78.46875
SPY,19970203,9:47:52,78.46875
SPY,19970203,9:49:48,78.45312
SPY,19970203,9:49:53,78.3125
SPY,19970203,9:50:29,78.4375
SPY,19970203,9:50:34,78.3125
SPY,19970203,9:50:39,78.42187
