SYMBOL,DATE,TIME,BID
SPY,19971013,9:01:31,0
SPY,19971013,9:01:31,0
SPY,19971013,9:01:31,0
SPY,19971013,9:30:06,97.21875
SPY,19971013,9:30:08,97.1875
SPY,19971013,9:30:11,97.1875
SPY,19971013,9:30:13,97.1875
SPY,19971013,9:30:17,97.1875
SPY,19971013,9:30:22,97.1875
SPY,19971013,9:30:24,97.1875
SPY,19971013,9:30:24,97.1875
SPY,19971013,9:30:29,97.1875
SPY,19971013,9:31:11,97.23437
SPY,19971013,9:31:13,97.25
SPY,19971013,9:31:17,97.1875
SPY,19971013,9:31:45,97.26562
SPY,19971013,9:31:48,97.21875
SPY,19971013,9:31:53,97.21875
SPY,19971013,9:31:59,97.375
SPY,19971013,9:32:01,97.25
SPY,19971013,9:32:08,97.375
SPY,19971013,9:32:09,97.21875
SPY,19971013,9:32:16,97.21875
SPY,19971013,9:32:16,97.21875
SPY,19971013,9:33:25,97.26562
SPY,19971013,9:33:26,97.375
SPY,19971013,9:33:29,97.375
SPY,19971013,9:33:33,97.28125
SPY,19971013,9:33:38,97.375
SPY,19971013,9:33:42,97.375
SPY,19971013,9:33:46,97.375
SPY,19971013,9:33:50,97.375
SPY,19971013,9:33:56,97.375
SPY,19971013,9:34:02,97.375
SPY,19971013,9:34:10,97.375
SPY,19971013,9:34:17,97.375
SPY,19971013,9:34:22,97.375
SPY,19971013,9:34:27,97.375
SPY,19971013,9:34:31,97.375
SPY,19971013,9:34:36,97.375
SPY,19971013,9:34:40,97.375
SPY,19971013,9:34:44,97.375
SPY,19971013,9:34:46,97.375
SPY,19971013,9:34:47,97.29687
SPY,19971013,9:34:51,97.375
SPY,19971013,9:34:52,97.3125
SPY,19971013,9:34:55,97.375
SPY,19971013,9:34:56,97.32812
SPY,19971013,9:34:58,97.375
SPY,19971013,9:35:21,97.3125
SPY,19971013,9:35:27,97.375
SPY,19971013,9:35:29,97.375
SPY,19971013,9:35:35,97.375
SPY,19971013,9:35:40,97.375
SPY,19971013,9:35:44,97.375
SPY,19971013,9:35:47,97.375
SPY,19971013,9:35:51,97.375
SPY,19971013,9:35:56,97.375
SPY,19971013,9:36:00,97.375
SPY,19971013,9:36:03,97.375
SPY,19971013,9:36:06,97.375
SPY,19971013,9:36:09,97.32812
SPY,19971013,9:36:10,97.375
SPY,19971013,9:36:17,97.34375
SPY,19971013,9:36:23,97.375
SPY,19971013,9:36:28,97.34375
SPY,19971013,9:36:29,97.375
SPY,19971013,9:36:33,97.375
SPY,19971013,9:36:40,97.375
SPY,19971013,9:36:44,97.375
SPY,19971013,9:36:47,97.375
SPY,19971013,9:36:51,97.375
SPY,19971013,9:36:55,97.375
SPY,19971013,9:36:59,97.375
SPY,19971013,9:37:03,97.375
SPY,19971013,9:37:08,97.375
SPY,19971013,9:37:10,97.40625
SPY,19971013,9:37:11,97.375
SPY,19971013,9:37:16,97.375
SPY,19971013,9:37:20,97.375
SPY,19971013,9:37:43,97.42187
SPY,19971013,9:37:45,97.40625
SPY,19971013,9:37:48,97.375
SPY,19971013,9:38:53,97.4375
SPY,19971013,9:38:55,97.4375
SPY,19971013,9:38:57,97.40625
SPY,19971013,9:39:14,97.46875
SPY,19971013,9:39:18,97.4375
SPY,19971013,9:39:50,97.4375
SPY,19971013,9:39:53,97.40625
SPY,19971013,9:40:09,97.40625
SPY,19971013,9:40:13,97.375
SPY,19971013,9:40:59,97.375
SPY,19971013,9:41:02,97.375
SPY,19971013,9:44:06,97.375
SPY,19971013,9:44:10,97.375
SPY,19971013,9:45:22,97.40625
SPY,19971013,9:45:22,97.40625
SPY,19971013,9:45:26,97.375
SPY,19971013,9:45:32,97.4375
SPY,19971013,9:45:39,97.40625
SPY,19971013,9:45:47,97.45312
SPY,19971013,9:45:52,97.40625
SPY,19971013,9:47:04,97.4375
SPY,19971013,9:47:09,97.40625
SPY,19971013,9:47:50,97.42187
SPY,19971013,9:47:51,97.40625
SPY,19971013,9:47:54,97.375
SPY,19971013,9:49:22,97.42187
SPY,19971013,9:49:27,97.375
SPY,19971013,9:49:53,97.40625
SPY,19971013,9:49:54,97.25
SPY,19971013,9:49:57,97.375
SPY,19971013,9:50:29,97.39062
SPY,19971013,9:50:31,97.375
SPY,19971013,9:50:34,97.34375
SPY,19971013,9:51:45,97.34375
SPY,19971013,9:51:49,97.375
SPY,19971013,9:51:54,97.375
SPY,19971013,9:51:57,97.375
SPY,19971013,9:52:01,97.35937
SPY,19971013,9:52:01,97.375
SPY,19971013,9:52:25,97.375
SPY,19971013,9:52:29,97.375
SPY,19971013,9:52:44,97.35937
SPY,19971013,9:52:47,97.375
SPY,19971013,9:54:52,97.375
SPY,19971013,9:54:58,97.375
SPY,19971013,9:55:59,97.35937
SPY,19971013,9:56:03,97.375
SPY,19971013,9:58:10,97.34375
SPY,19971013,9:58:14,97.375
SPY,19971013,9:58:17,97.375
SPY,19971013,9:58:20,97.375
SPY,19971013,9:58:24,97.375
SPY,19971013,9:58:29,97.375
SPY,19971013,9:58:33,97.375
SPY,19971013,9:58:36,97.375
SPY,19971013,9:58:41,97.375
SPY,19971013,9:58:44,97.375
SPY,19971013,9:58:49,97.375
SPY,19971013,9:58:51,97.375
SPY,19971013,9:58:55,97.375
SPY,19971013,9:58:58,97.375
SPY,19971013,9:58:59,97.3125
SPY,19971013,9:59:01,97.375
SPY,19971013,9:59:02,97.28125
SPY,19971013,9:59:06,97.28125
SPY,19971013,9:59:07,97.28125
SPY,19971013,10:03:46,97.29687
SPY,19971013,10:03:51,97.25
SPY,19971013,10:04:04,97.28125
SPY,19971013,10:04:07,97.25
SPY,19971013,10:06:33,97.26562
SPY,19971013,10:06:34,97.25
SPY,19971013,10:06:36,97.21875
SPY,19971013,10:07:48,97.125
SPY,19971013,10:07:51,97
SPY,19971013,10:10:41,97.28125
SPY,19971013,10:10:44,97.25
SPY,19971013,10:11:50,97.3125
SPY,19971013,10:11:55,97.28125
SPY,19971013,10:11:56,97.32812
SPY,19971013,10:12:01,97.28125
SPY,19971013,10:15:25,97.3125
SPY,19971013,10:15:28,97.28125
SPY,19971013,10:15:46,97.3125
SPY,19971013,10:15:50,97.28125
SPY,19971013,10:16:34,97.32812
SPY,19971013,10:16:38,97.28125
SPY,19971013,10:18:48,97.3125
SPY,19971013,10:18:52,97.28125
SPY,19971013,10:20:23,97.28125
SPY,19971013,10:20:26,97.25
SPY,19971013,10:20:27,97.25
SPY,19971013,10:20:32,97.21875
SPY,19971013,10:21:34,97.21875
SPY,19971013,10:21:39,97.1875
SPY,19971013,10:22:17,97.1875
SPY,19971013,10:22:22,97.15625
SPY,19971013,10:23:07,97.25
SPY,19971013,10:23:10,97.21875
SPY,19971013,10:23:50,97.25
SPY,19971013,10:23:50,97.25
SPY,19971013,10:23:54,97.21875
SPY,19971013,10:25:37,97.25
SPY,19971013,10:25:40,97.21875
SPY,19971013,10:27:12,97.25
SPY,19971013,10:27:15,97.21875
SPY,19971013,10:29:21,97.25
SPY,19971013,10:29:24,97.21875
SPY,19971013,10:31:40,97.21875
SPY,19971013,10:31:44,97.1875
SPY,19971013,10:32:20,97.1875
SPY,19971013,10:32:23,97.15625
SPY,19971013,10:32:52,97.17187
SPY,19971013,10:32:55,97.125
SPY,19971013,10:33:06,97.1875
SPY,19971013,10:33:11,97.15625
SPY,19971013,10:36:26,97.21875
SPY,19971013,10:36:30,97.1875
SPY,19971013,10:36:55,97.21875
SPY,19971013,10:36:58,97.1875
SPY,19971013,10:38:33,97.1875
SPY,19971013,10:38:37,97.15625
SPY,19971013,10:39:17,97.1875
SPY,19971013,10:39:19,97.15625
SPY,19971013,10:39:44,97.1875
SPY,19971013,10:39:48,97.15625
SPY,19971013,10:40:09,97.1875
SPY,19971013,10:40:13,97.15625
SPY,19971013,10:40:21,97.17187
