SYMBOL,DATE,TIME,BID
SPY,19970506,9:02:18,0
SPY,19970506,9:02:18,0
SPY,19970506,9:02:18,0
SPY,19970506,9:33:57,82.96875
SPY,19970506,9:34:13,82.90625
SPY,19970506,9:34:41,82.9375
SPY,19970506,9:34:48,82.96875
SPY,19970506,9:34:59,82.9375
SPY,19970506,9:35:22,82.9375
SPY,19970506,9:35:26,82.875
SPY,19970506,9:35:43,82.9375
SPY,19970506,9:36:04,82.90625
SPY,19970506,9:36:15,82.90625
SPY,19970506,9:36:19,82.875
SPY,19970506,9:36:31,82.90625
SPY,19970506,9:36:53,82.875
SPY,19970506,9:37:05,82.85937
SPY,19970506,9:37:09,82.875
SPY,19970506,9:37:12,82.85937
SPY,19970506,9:37:21,82.875
SPY,19970506,9:37:31,82.875
SPY,19970506,9:37:40,82.875
SPY,19970506,9:37:43,82.875
SPY,19970506,9:37:45,82.875
SPY,19970506,9:37:46,82.875
SPY,19970506,9:37:52,82.85937
SPY,19970506,9:37:53,82.84375
SPY,19970506,9:37:56,82.875
SPY,19970506,9:38:01,82.875
SPY,19970506,9:38:06,82.875
SPY,19970506,9:38:10,82.875
SPY,19970506,9:38:15,82.875
SPY,19970506,9:38:23,82.875
SPY,19970506,9:38:24,82.84375
SPY,19970506,9:38:32,82.875
SPY,19970506,9:38:36,82.875
SPY,19970506,9:38:41,82.875
SPY,19970506,9:38:45,82.875
SPY,19970506,9:38:50,82.875
SPY,19970506,9:38:56,82.875
SPY,19970506,9:39:01,82.875
SPY,19970506,9:39:05,82.875
SPY,19970506,9:39:10,82.84375
SPY,19970506,9:39:10,82.875
SPY,19970506,9:39:14,82.875
SPY,19970506,9:39:19,82.875
SPY,19970506,9:39:25,82.875
SPY,19970506,9:39:31,82.875
SPY,19970506,9:39:36,82.875
SPY,19970506,9:39:41,82.875
SPY,19970506,9:39:45,82.875
SPY,19970506,9:39:50,82.875
SPY,19970506,9:39:55,82.875
SPY,19970506,9:40:00,82.875
SPY,19970506,9:40:04,82.875
SPY,19970506,9:40:09,82.875
SPY,19970506,9:40:13,82.875
SPY,19970506,9:40:18,82.875
SPY,19970506,9:40:23,82.875
SPY,19970506,9:40:28,82.875
SPY,19970506,9:40:32,82.875
SPY,19970506,9:40:37,82.875
SPY,19970506,9:40:42,82.875
SPY,19970506,9:40:47,82.875
SPY,19970506,9:40:51,82.875
SPY,19970506,9:40:54,82.875
SPY,19970506,9:40:58,82.875
SPY,19970506,9:41:03,82.875
SPY,19970506,9:41:08,82.875
SPY,19970506,9:41:09,82.875
SPY,19970506,9:41:12,82.8125
SPY,19970506,9:41:13,82.8125
SPY,19970506,9:41:17,82.84375
SPY,19970506,9:41:18,82.84375
SPY,19970506,9:41:21,82.84375
SPY,19970506,9:42:50,82.90625
SPY,19970506,9:42:54,82.875
SPY,19970506,9:43:00,82.875
SPY,19970506,9:43:07,82.9375
SPY,19970506,9:43:12,82.90625
SPY,19970506,9:43:14,82.96875
SPY,19970506,9:43:16,82.90625
SPY,19970506,9:43:20,82.9375
SPY,19970506,9:43:25,82.9375
SPY,19970506,9:43:30,83
SPY,19970506,9:43:30,83
SPY,19970506,9:43:35,82.96875
SPY,19970506,9:43:39,82.96875
SPY,19970506,9:43:50,83.03125
SPY,19970506,9:43:55,83
SPY,19970506,9:43:58,83
SPY,19970506,9:44:39,83.0625
SPY,19970506,9:44:44,83.03125
SPY,19970506,9:44:49,83.03125
SPY,19970506,9:45:20,83.04687
SPY,19970506,9:45:22,83.03125
SPY,19970506,9:45:31,83.03125
SPY,19970506,9:45:48,83.0625
SPY,19970506,9:45:51,83.0625
SPY,19970506,9:45:58,83.03125
SPY,19970506,9:46:05,83.09375
