date,excessya
2012-12-31,0.08406149412986848
2013-01-31,0.589637534507354
2013-02-28,0.13093913568603796
2013-03-28,0.42350652905136593
2013-04-30,0.2145605409659691
2013-05-31,0.24624982843959098
2013-06-28,-0.18170628498579844
2013-07-31,0.5789770085087759
2013-08-30,-0.3818070807004692
2013-09-30,0.35162892385682015
2013-10-31,0.5232076793735224
2013-11-29,0.33134578090780425
2013-12-31,0.2787919319743085
2014-01-31,-0.4349301384183878
2014-02-28,0.5060533057193703
2014-03-31,0.08259287802337226
2014-04-30,0.07387810158401763
2014-05-30,0.2494389283674012
2014-06-30,0.2263159487596451
2014-07-31,-0.18256641814011046
2014-08-29,0.4433068662212173
2014-09-30,-0.18772860232693253
2014-10-31,0.2751299979631911
2014-11-28,0.290753115465653
2014-12-31,-0.050779075667835995
2015-01-30,-0.37844644956967677
2015-02-27,0.6411706944690603
2015-03-31,-0.21086785164565
2015-04-30,0.10176812059732483
2015-05-29,0.12518552228604982
2015-06-30,-0.2550588328810995
2015-07-31,0.23396232007224213
2015-08-31,-0.7755244457314243
2015-09-30,-0.3213840696969541
2015-10-30,0.9558710498399459
2015-11-30,0.004411932926054734
2015-12-31,-0.21399877387170335
2016-01-29,-0.6279466780972363
2016-02-29,-0.05282839803356074
2016-03-31,0.7648576677215468
2016-04-29,0.030216908496195682
2016-05-31,0.17921070381451526
2016-06-30,0.008233570616176241
2016-07-29,0.4173551941139182
2016-08-31,-0.01795329427410757
2016-09-30,-0.01760241523086818
2016-10-31,-0.2384441242004832
2016-11-30,0.39840390544722104
2016-12-30,0.21148934916441323
2017-01-31,0.20755065004881093
2017-02-28,0.43215409618643746
2017-03-31,-0.012175781726686643
2017-04-28,0.10068902314955118
2017-05-31,0.12844118000139898
2017-06-30,0.04752899432789036
2017-07-31,0.21926673506960795
2017-08-31,-0.003323906532316386
2017-09-29,0.21897619307707925
2017-10-31,0.2519618922552828
2017-11-30,0.31983748912441445
2017-12-29,0.10368990260611848
2018-01-31,0.6414213023644878
2018-02-28,-0.49202275697379294
2018-03-29,-0.3439116493459826
2018-04-30,0.014556045590979744
2018-05-31,0.23775792280223065
2018-06-29,0.039037965240795586
2018-07-31,0.40463399700525216
2018-08-31,0.33704546498117427
2018-09-28,0.02969597484484028
2018-10-31,-0.8860920812259777
2018-11-30,0.18919971211249362
2018-12-31,-1.1784487265828707
2019-01-31,0.8853597040133122
2019-02-28,0.327558064909959
2019-03-29,0.18966712306780578
2019-04-30,0.43885207534867055
2019-05-31,-0.8396116461951632
2019-06-28,0.7792987139457409
2019-07-31,0.13648488219374783
2019-08-30,-0.23861789055171992
2019-09-30,0.18649636595664865
2019-10-31,0.22744012364440544
2019-11-29,0.3861646807716765
2019-12-31,0.32296880685787344
