date,return
2007-01-03,
2007-01-04,-0.021294517075745145
2007-01-05,-0.04703510217359342
2007-01-08,-0.0370346735701831
2007-01-09,-0.05891026260190304
2007-01-10,-0.044487534745906526
2007-01-11,-0.04029396105620823
2007-01-12,-0.057918280339660885
2007-01-16,-0.05285727070002293
2007-01-17,-0.07765034647114372
2007-01-18,-0.08359351491246621
2007-01-19,-0.10810192321583509
2007-01-22,-0.11696678464152853
2007-01-23,-0.12355964551811582
2007-01-24,-0.10579599690102827
2007-01-25,-0.10457144411547617
2007-01-26,-0.10863955295793318
2007-01-29,-0.0899091538857582
2007-01-30,-0.08321304368357502
2007-01-31,-0.09605318402283498
2007-02-01,-0.08621288614617248
2007-02-02,-0.0761721409889221
2007-02-05,-0.08775957669050072
2007-02-06,-0.11814429367375658
2007-02-07,-0.12730814655681968
2007-02-08,-0.12066822449424712
2007-02-09,-0.12450410657939674
2007-02-12,-0.11190864069238787
2007-02-13,-0.10006519738560855
2007-02-14,-0.09544349353934731
2007-02-15,-0.11496587617185748
2007-02-16,-0.11550762077552901
2007-02-20,-0.11458248523898497
2007-02-21,-0.10972526690286147
2007-02-22,-0.12042101975978707
2007-02-23,-0.11406770866470445
2007-02-26,-0.0953090490125202
2007-02-27,-0.08661022951366423
2007-02-28,-0.050780710902650225
2007-03-01,-0.06658765174814929
2007-03-02,-0.09021950528990672
2007-03-05,-0.0785017289014599
2007-03-06,-0.071464764063666
2007-03-07,-0.0822087362423855
2007-03-08,-0.10165921707741418
2007-03-09,-0.11803827048578053
2007-03-12,-0.132632489415921
2007-03-13,-0.0999067097272544
2007-03-14,-0.08779868653454578
2007-03-15,-0.09056066757033043
2007-03-16,-0.11424817020522218
2007-03-19,-0.11454464873080189
2007-03-20,-0.08588572404631287
2007-03-21,-0.11395848528589525
2007-03-22,-0.1135291247448045
2007-03-23,-0.09677632399840436
2007-03-26,-0.09623299407165051
2007-03-27,-0.1051653243791516
2007-03-28,-0.10921395522609792
2007-03-29,-0.1098776522692228
2007-03-30,-0.10979559161399985
2007-04-02,-0.07231431647512956
2007-04-03,-0.07470544745287294
2007-04-04,-0.08369757153148513
2007-04-05,-0.08340971357685567
2007-04-09,-0.08579357831011383
2007-04-10,-0.09015679694104001
2007-04-11,-0.10077887583241471
2007-04-12,-0.09041233141848071
2007-04-13,-0.1158646920110519
2007-04-16,-0.1231461256458321
2007-04-17,-0.12792945906346384
2007-04-18,-0.11007203426386702
2007-04-19,-0.1094067063543738
2007-04-20,-0.09120207357948612
2007-04-23,-0.10039919316708831
2007-04-24,-0.10584176473688978
2007-04-25,-0.10361862671872127
2007-04-26,-0.10720279897167345
2007-04-27,-0.09935057573232917
2007-04-30,-0.10017561879921577
2007-05-01,-0.096197014820433
2007-05-02,-0.10255149557586664
2007-05-03,-0.09176201738886054
2007-05-04,-0.09290264110136594
2007-05-07,-0.10043013216164894
2007-05-08,-0.09398998412075722
2007-05-09,-0.11110209204781592
2007-05-10,-0.11037597142519297
2007-05-11,-0.10387854604271336
2007-05-14,-0.10196178012482406
2007-05-15,-0.10048883564217966
2007-05-16,-0.09577176307314174
2007-05-17,-0.09210176663581433
2007-05-18,-0.09009820265137482
2007-05-21,-0.09630064929177092
2007-05-22,-0.10512267240482877
2007-05-23,-0.12167677743962076
2007-05-24,-0.11895012375864412
2007-05-25,-0.12152405228281923
2007-05-29,-0.11965779312920302
2007-05-30,-0.11765782554085111
2007-05-31,-0.12095190693702154
2007-06-01,-0.1199158202267597
2007-06-04,-0.13350289283318736
2007-06-05,-0.14022408583681253
2007-06-06,-0.13525450369633793
2007-06-07,-0.10630112343439897
2007-06-08,-0.1195784392058891
2007-06-11,-0.12926682714247287
2007-06-12,-0.13532023227297132
2007-06-13,-0.1395519490991455
2007-06-14,-0.15137075705528372
2007-06-15,-0.14229560535724442
2007-06-18,-0.1435332371334718
2007-06-19,-0.14935814783791293
2007-06-20,-0.15981847520475947
2007-06-21,-0.143188980158121
2007-06-22,-0.17212812241122913
2007-06-25,-0.1616104429842147
2007-06-26,-0.15911468092316863
2007-06-27,-0.14787900707804738
2007-06-28,-0.18766203241459958
2007-06-29,-0.1901335463667593
2007-07-02,-0.1886647436108734
2007-07-03,-0.19477949294414149
2007-07-05,-0.21551956538977543
2007-07-06,-0.22418486147949546
2007-07-09,-0.21059720526422246
2007-07-10,-0.23377196732759092
2007-07-11,-0.21188195801317908
2007-07-12,-0.22856636720611745
2007-07-13,-0.2568444312118522
2007-07-16,-0.27053965152078313
2007-07-17,-0.24488609404162195
2007-07-18,-0.23226957384436253
2007-07-19,-0.23057290105029374
2007-07-20,-0.2337187720575667
2007-07-23,-0.2087940229916357
2007-07-24,-0.2087625131989136
2007-07-25,-0.21265866719607143
2007-07-26,-0.21345021338436515
2007-07-27,-0.2070734182757694
2007-07-30,-0.16891440555317505
2007-07-31,-0.16189128862633997
2007-08-01,-0.16085583383610574
2007-08-02,-0.1741929937072968
2007-08-03,-0.18931110094451892
2007-08-06,-0.13498199138964007
2007-08-07,-0.15064844968824592
2007-08-08,-0.17683676946637839
2007-08-09,-0.16886335561711813
2007-08-10,-0.13306618814442606
2007-08-13,-0.14168827952854418
2007-08-14,-0.14558945916492916
2007-08-15,-0.12113199016794945
2007-08-16,-0.10416456021422617
2007-08-17,-0.12441314804199996
2007-08-20,-0.15448642036819885
2007-08-21,-0.14847646645904053
2007-08-22,-0.14819557669118658
2007-08-23,-0.14762212325551713
2007-08-24,-0.16514047729938255
2007-08-27,-0.174140448606368
2007-08-28,-0.15741186501138196
2007-08-29,-0.12103709739762877
2007-08-30,-0.15335970119657463
2007-08-31,-0.15391255386863545
2007-09-04,-0.16536273181100733
2007-09-05,-0.20667170095212725
2007-09-06,-0.19058221483794077
2007-09-07,-0.17417513256728975
2007-09-10,-0.1933549776694505
2007-09-11,-0.18546812403253618
2007-09-12,-0.1832454781857362
2007-09-13,-0.18239418140675331
2007-09-14,-0.23347297897700778
2007-09-17,-0.22262788751702065
2007-09-18,-0.2622912739695047
2007-09-19,-0.25568354466638543
2007-09-20,-0.2256776175287767
2007-09-21,-0.2536800064252682
2007-09-24,-0.26991042834496026
2007-09-25,-0.26461085546309016
2007-09-26,-0.2456091698009777
2007-09-27,-0.24804810586376802
2007-09-28,-0.3229578124548387
2007-10-01,-0.28977041247112223
2007-10-02,-0.30628523280466385
2007-10-03,-0.34667938590255576
2007-10-04,-0.35450006014247376
2007-10-05,-0.3921330617025829
2007-10-08,-0.4627107691416327
2007-10-09,-0.4754751991594913
2007-10-10,-0.5504996835738738
2007-10-11,-0.564255822058748
2007-10-12,-0.4550659182705823
2007-10-15,-0.4665213899182676
2007-10-16,-0.5533511620790349
2007-10-17,-0.5072723878413685
2007-10-18,-0.5116344164933894
2007-10-19,-0.4646849062571419
2007-10-22,-0.46914821788664685
2007-10-23,-0.5294253579781473
2007-10-24,-0.5301867556852278
2007-10-25,-0.5668493259279234
2007-10-26,-0.5976565087607615
2007-10-29,-0.5092852397495816
2007-10-30,-0.5232034073954224
2007-10-31,-0.48756820872289336
2007-11-01,-0.4830636568698211
2007-11-02,-0.46044362510458026
2007-11-05,-0.42629860107124984
