date,return
2007-01-03,-0.01994915946798016
2007-01-04,-0.02343665038030937
2007-01-05,-0.009242289739017574
2007-01-08,-0.011401493877281852
2007-01-09,-0.008985910213198472
2007-01-10,-0.031126147678995953
2007-01-11,-0.030338934419593906
2007-01-12,-0.032256470216552396
2007-01-16,-0.04045396443676024
2007-01-17,-0.02892409690803989
2007-01-18,-0.01909262683152688
2007-01-19,-0.0060555097956483325
2007-01-22,-0.0004792226634906648
2007-01-23,-0.003430695826882133
2007-01-24,-0.011067471401487278
2007-01-25,-0.005298932747468302
2007-01-26,-0.011696982856278602
2007-01-29,-0.006833045766342856
2007-01-30,-0.013611015801695783
2007-01-31,-0.018650413831093112
2007-02-01,-0.014189752994951347
2007-02-02,-0.01500539083265907
2007-02-05,-0.011180443948552516
2007-02-06,-0.010824971981326838
2007-02-07,-0.010086163908380772
2007-02-08,-0.015488718885050361
2007-02-09,-0.002768171583448654
2007-02-12,0.004619253686462269
2007-02-13,0.006709623083316237
2007-02-14,0.0016217801171091624
2007-02-15,0.0013833950319037491
2007-02-16,0.0023151296610559894
2007-02-20,0.008004699734963951
2007-02-21,0.00718990313544467
2007-02-22,0.007475573741939811
2007-02-23,0.01995453827344096
2007-02-26,0.02056333974775298
2007-02-27,0.05782314007133659
2007-02-28,0.041994507413078905
2007-03-01,0.047651602778759676
2007-03-02,0.06621453230261848
2007-03-05,0.08086441265030231
2007-03-06,0.06724540278700236
2007-03-07,0.0709296830127264
2007-03-08,0.06288024504884798
2007-03-09,0.06453894735663479
2007-03-12,0.05053929308501365
2007-03-13,0.07914190062871618
2007-03-14,0.07061962358635082
2007-03-15,0.06655905340420831
2007-03-16,0.0824237920702206
2007-03-19,0.06964431491128842
2007-03-20,0.07128626028612378
2007-03-21,0.056027393724883745
2007-03-22,0.05498933810628288
2007-03-23,0.053166189222592544
2007-03-26,0.04342344833173779
2007-03-27,0.053603444020905125
2007-03-28,0.06367247462232291
2007-03-29,0.06807440906410857
2007-03-30,0.06924738643949387
2007-04-02,0.07158938253113452
2007-04-03,0.06311836566787339
2007-04-04,0.05718283330716408
2007-04-05,0.04379066954295249
2007-04-09,0.025376165209295955
2007-04-10,0.03427726047952216
2007-04-11,0.04314742611630283
2007-04-12,0.026083260351648863
2007-04-13,0.03768002723626063
2007-04-16,0.03276474340840119
2007-04-17,0.03204745499767315
2007-04-18,0.03032643569777028
2007-04-19,0.031888473150843664
2007-04-20,0.009805487276673654
2007-04-23,0.017970649082617394
2007-04-24,0.007928442399780003
2007-04-25,-0.006972402467492048
2007-04-26,-0.011358141847558631
2007-04-27,-0.0002980799115115981
2007-04-30,0.006802592242284468
2007-05-01,0.0027423805707737915
2007-05-02,0.006823821956174626
2007-05-03,0.005243002837013483
2007-05-04,0.0030663847568690645
2007-05-07,0.005496357585990942
2007-05-08,0.0068356605823009
2007-05-09,-0.010326748496337138
2007-05-10,0.00804539571979589
2007-05-11,0.017222863465558607
2007-05-14,0.021687565663137762
2007-05-15,0.02134379890053364
2007-05-16,0.013203867372244955
2007-05-17,0.012474477197768851
2007-05-18,0.00922782674854689
2007-05-21,-0.003528893158166072
2007-05-22,0.0019309549449039616
2007-05-23,-0.016486204674872957
2007-05-24,-0.0031102661218435877
2007-05-25,-0.031243404074372125
2007-05-29,-0.0502777114015812
2007-05-30,-0.04796933197823454
2007-05-31,-0.062092147755085085
2007-06-01,-0.05787055776748244
2007-06-04,-0.05324716196899057
2007-06-05,-0.07535444623209388
2007-06-06,-0.044704348004074246
2007-06-07,-0.017639913110897843
2007-06-08,-0.015697601175924704
2007-06-11,-0.04539978652817098
2007-06-12,-0.0369839244345488
2007-06-13,-0.05127893510680665
2007-06-14,-0.07530727562508943
2007-06-15,-0.08990558132828001
2007-06-18,-0.08250690661500024
2007-06-19,-0.06393921720340169
2007-06-20,-0.05073506167019354
2007-06-21,-0.054779006268670924
2007-06-22,-0.0329850385932198
2007-06-25,-0.02852527589286065
2007-06-26,-0.011732472292287693
2007-06-27,-0.031605441950256545
2007-06-28,-0.05286962988277931
2007-06-29,-0.031472971880024986
2007-07-02,-0.04596301633232677
2007-07-03,-0.03854472299108715
2007-07-05,-0.028137253918806098
2007-07-06,-0.04368420276482548
2007-07-09,-0.0397922786289669
2007-07-10,-0.04098588741933615
2007-07-11,-0.04921437243116432
2007-07-12,-0.05401027415651638
2007-07-13,-0.05542866472059384
2007-07-16,-0.047032635986372556
2007-07-17,-0.045601136636925485
2007-07-18,-0.048594684553754985
2007-07-19,-0.025030853729533138
2007-07-20,-0.006941079121538941
2007-07-23,-0.01848441287873492
2007-07-24,0.0003601283282432671
2007-07-25,-0.007177256895904791
2007-07-26,0.015508846038692022
2007-07-27,0.03688199320859169
2007-07-30,0.031043867472488353
2007-07-31,0.04228819733483847
