date,return
2007-01-03,0.050362628075891244
2007-01-04,0.05298939021840794
2007-01-05,0.06047361589213128
2007-01-08,0.04281070498301578
2007-01-09,0.04959877859161104
2007-01-10,0.0652386164152788
2007-01-11,0.061968254829894646
2007-01-12,0.055646382088189526
2007-01-16,0.055173695005705285
2007-01-17,0.05319469520101735
2007-01-18,0.061421460203143756
2007-01-19,0.0464429907710693
2007-01-22,0.05644107038769613
2007-01-23,0.0332492887208374
2007-01-24,0.02924571080840687
2007-01-25,0.017061107199064642
2007-01-26,0.0016977803644630523
2007-01-29,0.013272031319531117
2007-01-30,-0.006455777117287059
2007-01-31,-0.004931589067441086
2007-02-01,-0.0043185492960685756
2007-02-02,-0.03317700375758892
2007-02-05,-0.012094122409674328
2007-02-06,-0.0030887198829287893
2007-02-07,0.00849349539521662
2007-02-08,-0.017741079296918566
2007-02-09,-0.013668835666348654
2007-02-12,-0.008979654184083821
2007-02-13,-0.035832909133372066
2007-02-14,-0.05623634621349777
2007-02-15,-0.05079707588532627
2007-02-16,-0.02973561439150211
2007-02-20,-0.03292487465855601
2007-02-21,-0.029618454050608943
2007-02-22,-0.017581022451500075
2007-02-23,-0.015543140086911829
2007-02-26,-0.002527274392093437
2007-02-27,0.02591961820956835
2007-02-28,-0.004072530227416032
2007-03-01,0.018921011469508375
2007-03-02,0.02707533792646622
2007-03-05,0.04756269249622852
2007-03-06,0.04217453362506521
2007-03-07,0.032741837833891736
2007-03-08,0.029923627002181857
2007-03-09,0.013226311440961385
2007-03-12,0.009370316373645098
2007-03-13,0.04235448993775828
2007-03-14,0.036878524528894625
2007-03-15,0.040870216318369276
2007-03-16,0.05002652280553995
2007-03-19,0.03352410755530216
2007-03-20,0.055483233305137415
2007-03-21,0.04555742144517862
2007-03-22,0.0384358801724518
2007-03-23,0.03704011287596273
2007-03-26,0.033135925313989296
2007-03-27,0.03786888598522491
2007-03-28,0.05027675642933329
2007-03-29,0.051148944558362275
2007-03-30,0.049443436019247146
2007-04-02,0.06016339490744795
2007-04-03,0.04971498386030654
2007-04-04,0.04518340008957432
2007-04-05,0.04369416168980925
2007-04-09,0.05385450904296258
2007-04-10,0.0474068671924942
2007-04-11,0.062051500431362344
