,rvu,rvd,ivu,ivd,vrpu,vrpd,vrp
2007-01-04,,,0.000421516208998132,0.000575223447080714,,,
2007-01-05,,,0.00046656346229099804,0.000636101038461225,,,
2007-01-08,,,0.000387195469523104,0.000680047227967774,,,
2007-01-09,,,0.000421740108723159,0.000653363716960706,,,
2007-01-10,,,0.00035507661873282405,0.00065321352704175,,,
2007-01-11,,,0.000326096313317261,0.000570703026173538,,,
2007-01-12,,,0.000304321695494854,0.0004927321055984241,,,
2007-01-16,,,0.000372875126536922,0.000512325584743367,,,
2007-01-17,,,0.000334378919840761,0.000501442540706463,,,
2007-01-18,,,0.000355867643482327,0.000500011817891895,,,
2007-01-19,,,0.000295372622003808,0.00048307307417179695,,,
2007-01-22,,,0.000346647266945072,0.000524052967798241,,,
2007-01-23,,,0.000324605495756797,0.00046951542200007306,,,
2007-01-24,,,0.000271358108594111,0.000461596841161933,,,
2007-01-25,,,0.000365481022944466,0.000575660845949733,,,
2007-01-26,,,0.000370036967538701,0.000562993085167472,,,
2007-01-29,,,0.000364763556258932,0.000615263228324237,,,
2007-01-30,,,0.00034108134116817403,0.000571713160640713,,,
2007-01-31,,,0.000334363640589159,0.00046932690650312197,,,
2007-02-01,,,0.000341018151251394,0.000464063940593392,,,
2007-02-02,0.000208191625794489,0.00019470573965029507,0.00028266016871526697,0.0004983288311165509,7.446854292077798e-05,0.00030362309146625584,0.0003780916343870338
2007-02-05,0.00019488473940137423,0.00018074082084065866,0.00030132279171008397,0.000532728705339537,0.00010643805230870973,0.00035198788449887833,0.00045842593680758804
2007-02-06,0.00019004336717179612,0.00015217717430288753,0.000295750680947864,0.000521947456386877,0.0001057073137760679,0.0003697702820839895,0.00047547759586005734
2007-02-07,0.00019117484920841613,0.00014683917982061094,0.00034662410962324903,0.00044806007993305195,0.0001554492604148329,0.000301220900112441,0.00045667016052727393
2007-02-08,0.00018472409668453794,0.000149177420034661,0.000304419607544397,0.0005101439855818469,0.00011969551085985907,0.0003609665655471859,0.00048066207640704494
2007-02-09,0.0001842835315217997,0.0001405788635859478,0.000326606847571755,0.0006014902144550059,0.00014232331604995528,0.00046091135086905814,0.0006032346669190134
2007-02-12,0.00017632077102095045,0.00014040302670642471,0.000375309892596904,0.000632273585204123,0.00019898912157595354,0.0004918705584976983,0.0006908596800736518
2007-02-13,0.0001883596403311087,0.00013893137543528644,0.000265146692200156,0.000537100039412261,7.678705186904729e-05,0.00039816866397697454,0.00047495571584602183
2007-02-14,0.00020136737014036648,0.0001358459929435579,0.000279237046170856,0.000509973257421108,7.78696760304895e-05,0.00037412726447755014,0.00045199694050803964
2007-02-15,0.0001980193946299722,0.00012970738244355372,0.00033095685928052996,0.00044367390741868203,0.00013293746465055777,0.0003139665249751283,0.0004469039896256861
2007-02-16,0.00019409099849768623,0.00013107952425943782,0.000314834617591627,0.000432162447695011,0.00012074361909394075,0.00030108292343557317,0.0004218265425295139
2007-02-20,0.0001940646932022979,0.00013218656430625606,0.00034498653176547403,0.0004551970823017,0.00015092183856317613,0.00032301051799544394,0.0004739323565586201
2007-02-21,0.00019613711949168568,0.0001490952295190473,0.000339870305176831,0.00044438325666705,0.00014373318568514532,0.0002952880271480027,0.000439021212833148
2007-02-22,0.00019909739114957027,0.0001544813674867625,0.000342760684704268,0.00044980578728139004,0.00014366329355469773,0.0002953244197946276,0.0004389877133493253
2007-02-23,0.0001912586193706797,0.00015943274074024707,0.00035717250412352797,0.000474978212607408,0.00016591388475284828,0.00031554547186716093,0.0004814593566200092
2007-02-26,0.00021344255075610288,0.00015464601642990757,0.00038627235369295297,0.00062463582853975,0.0001728298029368501,0.00046998981210984235,0.0006428196150466924
2007-02-27,0.0002557050254254998,0.0003824500594905349,0.0010837152553615302,0.00184359031930039,0.0008280102299360304,0.0014611402598098551,0.0022891504897458856
2007-02-28,0.000334574875382484,0.0004173478480014646,0.0006564998025132679,0.00147731147298768,0.00032192492713078395,0.0010599636249862155,0.0013818885521169994
2007-03-01,0.0003938815934546522,0.0008669191174591677,0.000708602496680201,0.00156984628803011,0.0003147209032255488,0.0007029271705709422,0.001017648073796491
2007-03-02,0.0003961825625699148,0.00090721225022304,0.0009603548260724349,0.00206672815739641,0.0005641722635025201,0.0011595159071733701,0.0017236881706758902
2007-03-05,0.0004180384034037136,0.0010203141965925658,0.000989068252489607,0.00235883186658835,0.0005710298490858934,0.0013385176699957843,0.0019095475190816778
2007-03-06,0.0005884513463990024,0.0010231109745099908,0.0006903918176581169,0.00156839123673098,0.00010194047125911454,0.0005452802622209893,0.0006472207334801038
2007-03-07,0.000595732581780968,0.0010367242185035893,0.000742077405325505,0.0013331091546367401,0.000146344823544537,0.00029638493613315083,0.00044272975967768783
2007-03-08,0.0006944035962244715,0.0010470828913386218,0.0006128622098596,0.0011795893678831699,-8.154138636487149e-05,0.00013250647654454808,5.096509017967659e-05
2007-03-09,0.0007411268338138274,0.0010587875689166447,0.0005660535994441731,0.00217511345109291,-0.0001750732343696543,0.0011163258821762655,0.0009412526478066111
2007-03-12,0.0007439937495910739,0.0010552130938630189,0.000521624603805498,0.0010233486529077301,-0.00022236914578557582,-3.1864440955288714e-05,-0.00025423358674086453
2007-03-13,0.0007461084903467091,0.0011244777877147405,0.000761733555317671,0.0016133456391642,1.5625064970961893e-05,0.0004888678514494596,0.0005044929164204215
2007-03-14,0.00079746258724697,0.0011574802232269233,0.000697658719714072,0.00144763315435094,-9.980386753289804e-05,0.00029015293112401677,0.00019034906359111873
2007-03-15,0.0007928737756237476,0.0011692818296295448,0.000568677782774423,0.0014522391519615901,-0.00022419599284932451,0.0002829573223320453,5.8761329482720785e-05
2007-03-16,0.0007835116043441718,0.0011973279333179834,0.000707030544725892,0.00138054632611456,-7.648105961827981e-05,0.00018321839279657648,0.00010673733317829667
2007-03-19,0.0008666556563706501,0.0011991325583674052,0.00048668612660578495,0.00115251918797372,-0.0003799695297648652,-4.661337039368516e-05,-0.00042658290015855035
2007-03-20,0.0008727525905863691,0.0011923542673789663,0.000425233282521747,0.000923601691896451,-0.00044751930806462205,-0.0002687525754825153,-0.0007162718835471374
2007-03-21,0.0009045048119665287,0.0011926417720713094,0.000378683974959738,0.0007625225540681769,-0.0005258208370067907,-0.00043011921800313244,-0.0009559400550099231
2007-03-22,0.0009087755577841531,0.001175544743250037,0.000445452015920214,0.000852349832520536,-0.0004633235418639391,-0.000323194910729501,-0.0007865184525934401
2007-03-23,0.0009089183853422364,0.001172108840461312,0.000440367367574386,0.000833664762564582,-0.0004685510177678504,-0.0003384440778967299,-0.0008069950956645802
2007-03-26,0.0009172748056963328,0.001187952013313361,0.00044419688750782195,0.0008910608220433141,-0.00047307791818851087,-0.00029689119127004687,-0.0007699691094585578
2007-03-27,0.0008983267367290645,0.001208270619163263,0.000492532956683507,0.0008986029416701179,-0.00040579378004555755,-0.00030966767749314504,-0.0007154614575387026
2007-03-28,0.0008554493269522872,0.001003732009511591,0.000568585692885645,0.0011600388179239401,-0.0002868636340666421,0.00015630680841234915,-0.00013055682565429297
2007-03-29,0.0008461355189938573,0.0009765738658986183,0.000618359077260422,0.00114728204417269,-0.00022777644173343527,0.0001707081782740716,-5.706826345936366e-05
2007-03-30,0.0007909526653923037,0.000548767749244588,0.0005752385714469491,0.00108672322124319,-0.00021571409394535463,0.000537955471998602,0.00032224137805324737
2007-04-02,0.0007846307836742621,0.0005121098110152663,0.00050509895277347,0.0011189757501419901,-0.00027953183090079214,0.0006068659391267238,0.00032733410822593167
2007-04-03,0.000799901369662206,0.00039749326548619803,0.000435818281591472,0.000951788012462751,-0.000364083088070734,0.000554294746976553,0.00019021165890581898
2007-04-04,0.000625881297875291,0.00039541784933939586,0.000437934157695946,0.000906662097329417,-0.00018794714017934496,0.0005112442479900212,0.00032329710781067624
2007-04-05,0.0006181840615546312,0.0003799695998041703,0.000408810062022576,0.000860433646876192,-0.00020937399953205522,0.00048046404707202174,0.0002710900475399665
2007-04-09,0.000525282190290531,0.00036995591896275235,0.000474937376963887,0.0008804818893541561,-5.034481332664401e-05,0.0005105259703914037,0.0004601811570647597
2007-04-10,0.0004712958507090962,0.00035730993296010424,0.00045654220687393497,0.000789003074965439,-1.4753643835161236e-05,0.0004316931420053347,0.0004169394981701735
2007-04-11,0.0004680071673160874,0.0003599818629085871,0.000496342143069965,0.000924516442005642,2.833497575387763e-05,0.0005645345790970548,0.0005928695548509324
