date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,optionid,forward_price,index_flag,issuer,exercise_style
19960917,19961019,19960917,C,695000,6,6.5,1933,5161,0.134341,0.357346,0.014171,11168694,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,625000,0,0.0625,728,6378,0.459386,-0.004276,0.000542,10898120,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,C,670000,32,33,1,4508,0.161099,0.647697,0.006624,11264636,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,C,710000,1.875,2.125,1391,4353,0.124107,0.159085,0.00997,11217675,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19970322,19960917,C,625000,78.25,79.25,7700,25700,0.186514,0.800953,0.002971,10924970,695.82175,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,680000,1.375,1.625,3366,7914,0.137454,-0.327464,0.051951,11055325,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19970322,19960917,P,670000,18.625,19.375,614,4171,0.159187,-0.344105,0.004736,11030466,695.82175,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,C,690000,19.25,20,230,3993,0.146176,0.505935,0.007872,11220497,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,C,595000,95.875,96.875,2500,5000,0.228846,0.90335,0.002075,11317178,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,650000,0.1875,0.25,218,5141,0.360635,-0.030606,0.003794,11267756,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,P,595000,0.375,0.625,500,3418,0.256455,-0.025602,0.001187,11268332,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,610000,3.625,4,1,382,0.204268,-0.107642,0.002625,10981078,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,725000,0,0.0625,4,7550,0.319332,0.006055,0.001062,11174213,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,C,695000,16.375,17.125,96,2643,0.141707,0.465286,0.008095,11294413,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,660000,10.5,10.875,31,2537,0.165747,-0.286204,0.005937,11197204,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,695000,0.0625,0.1875,1090,8021,0.136963,0.044212,0.013496,11319909,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,700000,15.875,16.625,200,4786,,,,11097954,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,725000,39.375,40.375,2,1859,0.11865,-0.788052,0.00696,11270843,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,590000,93.375,94.375,2600,5103,1.125945,0.963875,0.001389,11371977,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,640000,0.0625,0.125,210,9396,0.398793,-0.013184,0.001681,11155555,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,500000,0.4375,0.5,550,9845,0.294333,-0.012649,0.000322,11176929,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,P,685000,10.125,10.875,42,408,0.133503,-0.494228,0.015234,11297196,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961116,19960917,P,640000,4.25,4.625,2,3713,0.185763,-0.160817,0.004822,11452033,686.736673,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,690000,6.875,7.375,204,804,0.09862,-0.916169,0.030856,11273541,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19970322,19960917,P,660000,15.875,16.625,20,1387,0.163951,-0.300952,0.004354,11346651,695.82175,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,P,630000,1.375,1.625,304,6018,0.210399,-0.07863,0.00356,11178664,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,C,620000,66,67,10,4735,0.257562,0.915131,0.003032,11480792,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,680000,15.875,16.625,1228,1436,0.15078,-0.412498,0.007458,11277036,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,P,690000,12.75,13,289,1581,0.128896,-0.572544,0.015511,11505318,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,C,705000,2.75,3.125,156,4180,0.125215,0.214077,0.01188,11205024,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,C,680000,25.5,26.5,21,357,0.155637,0.580357,0.007232,11304266,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,C,725000,5.125,5.625,39,3737,0.126075,0.221477,0.006823,11433861,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,685000,2.125,2.375,3007,494,0.154654,0.404493,0.049553,11207038,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,690000,0.5,0.6875,2716,3924,0.137795,0.162168,0.035235,11307793,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19970322,19960917,C,725000,14.25,15,525,3110,0.135239,0.348245,0.005599,11263072,695.82175,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,P,500000,0,0.25,330,484,0.431029,-0.004556,0.000158,11384251,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19970322,19960917,P,675000,20.75,21.125,660,11983,0.159078,-0.368394,0.004852,11489090,695.82175,1,CBOE S&P 500 INDEX,E
19960917,19961116,19960917,C,690000,13.875,14.625,202,2202,0.145785,0.47742,0.010004,11437963,686.736673,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,C,660000,28.875,29.875,1484,4514,0.177635,0.772112,0.008641,11490720,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,425000,0.0625,0.125,77,3753,0.352127,-0.002471,0.000063,11491592,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,655000,0.125,0.25,1049,9001,0.305453,-0.030967,0.004524,11339789,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,655000,9.125,9.625,970,1856,0.167288,-0.257863,0.005586,11573888,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,580000,0,0.0625,150,7827,0.797676,-0.002559,0.000197,11613894,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,C,645000,42.375,43.375,3,15,0.207497,0.848576,0.005727,11419801,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,685000,3.25,3.5,1612,3466,0.112761,-0.631133,0.066156,11600171,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961116,19960917,C,705000,7.125,7.625,34,34,0.133915,0.319874,0.009788,11553840,686.736673,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,C,750000,1.3125,1.5625,35,1309,0.117083,0.080304,0.003689,11420279,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,P,660000,0.1875,0.25,933,7159,0.266463,-0.039949,0.00639,11420564,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,C,680000,13.875,14.625,1041,5426,0.150526,0.57247,0.013283,11539705,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,640000,6.625,7.125,19,5793,0.179223,-0.192602,0.00442,11443092,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961116,19960917,P,680000,12.25,13,1330,1564,0.146146,-0.419948,0.009798,11365456,686.736673,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,650000,8.25,8.75,387,1466,0.171729,-0.234632,0.005174,11609876,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,P,610000,0.75,0.875,132,2945,0.23808,-0.041814,0.001916,11577723,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,700000,23.875,24.875,300,127,0.134902,-0.573577,0.008373,11445855,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,C,715000,1.25,1.375,280,348,0.122955,0.113742,0.007996,11394825,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,680000,5.375,5.75,5968,2909,0.190784,0.627455,0.039227,11798359,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,C,675000,17.375,18.125,283,3717,0.158211,0.63237,0.012129,11620984,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19970322,19960917,C,550000,144.375,145.375,10,15,0.230277,0.925653,0.001113,11774819,695.82175,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,685000,17.375,18.125,51,234,0.144999,-0.449448,0.00788,11722957,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961116,19960917,P,575000,0.8125,1.0625,50,271,0.250554,-0.033665,0.001097,11526598,686.736673,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,700000,0,0.0625,996,6423,0.146678,0.01221,0.004276,11587480,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,655000,28.625,29.625,21,8953,0.446114,0.90083,0.007727,11727207,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961116,19960917,P,675000,10.625,11.375,1116,1567,0.15056,-0.374251,0.009224,11588791,686.736673,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,690000,19.25,20,15,6525,0.140664,-0.489376,0.008181,11754695,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,C,400000,283,284,900,1885,,,,11568328,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,P,665000,4.5,4.875,2456,7915,0.157152,-0.24959,0.01031,11785211,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,775000,83.75,84.75,10,545,,,,11789218,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,P,705000,21.5,22.5,1,1,0.106138,-0.824723,0.012329,11637936,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,670000,14,14.75,1489,4205,0.279054,0.827605,0.01809,11689486,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19970322,19960917,P,685000,23.375,24.375,451,455,0.15189,-0.416478,0.005253,11665415,695.82175,1,CBOE S&P 500 INDEX,E
19960917,19961221,19960917,P,670000,13,13.25,246,2117,0.157783,-0.344448,0.006746,11740318,689.235043,1,CBOE S&P 500 INDEX,E
19960917,19970322,19960917,P,680000,21.5,22.5,697,457,0.153569,-0.391054,0.005116,11718212,695.82175,1,CBOE S&P 500 INDEX,E
19960917,19961116,19960917,C,710000,5.375,5.875,22,863,0.129862,0.267483,0.009293,11796386,686.736673,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,C,725000,0.5,0.625,17,45,0.123465,0.055473,0.004631,11743805,684.820065,1,CBOE S&P 500 INDEX,E
19960917,19960921,19960917,C,660000,23.625,24.625,10,9158,0.38573,0.888134,0.009752,10062234,683.063172,1,CBOE S&P 500 INDEX,E
19960917,19961019,19960917,P,645000,2.25,2.5,212,713,0.187597,-0.126763,0.005656,10063096,684.820065,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,630000,50.625,51.625,15,7256,,,,10244452,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,610000,79.75,80.75,12,12,0.200682,0.887698,0.002678,10166124,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,650000,6,6.5,440,2766,0.179856,-0.217676,0.006067,10244734,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,C,675000,39,40,30,33424,0.15564,0.615082,0.005008,10350962,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,655000,3.625,3.875,424,6658,0.178534,-0.193055,0.007985,10327580,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,550000,130.625,131.625,8,840,,,,10248312,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,650000,30.625,31.625,374,2563,,,,10352705,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,700000,20,20.75,247,882,0.128081,-0.741223,0.013096,10304068,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,575000,1.875,2.125,875,4571,0.233486,-0.056133,0.001414,10233349,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,665000,16.25,17,60,799,0.246939,0.971631,0.007361,10251184,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,500000,1.3125,1.5625,20,192,0.256031,-0.028335,0.000524,10254166,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,500000,0.1875,0.3125,50,269,0.340112,-0.007914,0.000237,10255877,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,700000,13.125,13.875,294,6336,0.138397,0.410462,0.008178,10372284,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,645000,49.375,50.375,15,1085,0.174684,0.776471,0.004918,10012621,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,C,700000,24.5,25.5,5,1726,0.144951,0.483116,0.00564,10312317,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,605000,75.625,76.625,12,19,,,,10242093,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,610000,2.25,2.625,900,2372,0.222319,-0.085498,0.002608,10037929,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,450000,233.25,234.25,15,72,,,,10316663,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,640000,2.0625,2.3125,1158,2589,0.198239,-0.115002,0.005095,10340937,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,615000,0.875,1.125,1025,4822,0.234136,-0.051615,0.002351,10427158,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,660000,7.75,8.25,12,2743,0.169081,-0.275249,0.007319,10265214,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,640000,40.625,41.625,5,785,,,,10292479,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,650000,14.375,15.125,244,16358,0.172165,-0.270913,0.003965,10023065,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,400000,0,0.25,20,8300,0.405229,-0.002829,0.000063,10195987,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,600000,6.5,7,1521,8791,0.197899,-0.131797,0.002229,10476774,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,525000,1.875,2.125,2,1511,0.23814,-0.040363,0.000754,10163832,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,630000,0,0.0625,350,3608,0.582424,-0.00474,0.000664,10136995,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,690000,17.75,18.5,3,137,0.1455,-0.535095,0.010104,10137157,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,700000,23,24,7,235,0.138998,-0.638995,0.00995,10413758,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,665000,22.75,23.75,44,4600,0.159155,0.733514,0.0107,10048456,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,665000,0.3125,0.375,655,203,0.317241,-0.068495,0.011668,10415144,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,645000,8.125,8.625,7,405,0.180351,-0.22447,0.004843,10509451,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,620000,4.875,5.25,18,1488,0.200037,-0.138867,0.003229,10437736,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,680000,9.5,9.75,2339,3733,0.146609,-0.444531,0.014009,10689117,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,675000,27.125,28.125,9,873,0.154507,0.606526,0.007219,10439526,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,C,720000,2.75,3,533,4040,0.125391,0.164229,0.00732,10419067,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,685000,9.625,10.125,61,8219,0.139748,0.48176,0.014822,10616383,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,C,660000,49.25,50.25,4,12,0.163063,0.682551,0.004435,10485716,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,550000,0,0.25,60,1722,0.313861,-0.006249,0.000292,10569051,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,685000,21,22,75,5774,0.148734,0.532879,0.007766,10645449,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,640000,53.5,54.5,11,1027,0.178321,0.797297,0.004541,10444464,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,C,700000,8.125,8.625,102,5049,0.134441,0.352396,0.010234,10622334,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,650000,45.375,46.375,2,2023,0.171365,0.75335,0.005304,10572065,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,595000,3,3.375,10,5010,0.221723,-0.087031,0.002085,10572666,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,660000,4.125,4.5,405,8052,0.168568,-0.225123,0.009258,10647945,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,630000,3.75,4.125,14,1560,0.202372,-0.137337,0.004027,10574242,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,650000,2.875,3.25,2030,1313,0.183762,-0.160749,0.00691,10468274,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,620000,2.625,3,352,2255,0.206642,-0.10253,0.003209,10493120,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,600000,0.5,0.6875,510,6045,0.251624,-0.030809,0.001439,10793501,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,675000,7.5,7.875,1409,5652,0.149162,-0.377082,0.013242,10819070,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,580000,0.3125,0.4375,200,1572,0.28404,-0.018407,0.000827,10630092,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,625000,9.75,10.25,2251,21604,0.184838,-0.190544,0.003035,10472665,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,645000,0.0625,0.125,120,6095,0.488192,-0.01505,0.002181,10795871,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,670000,0.375,0.5,1852,1883,0.256246,-0.100447,0.019263,10821530,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,675000,6.875,7.375,1092,6857,0.18978,0.835009,0.036659,10843187,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,600000,1.625,1.75,1220,2375,0.225225,-0.062013,0.002014,10605189,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,670000,6.25,6.75,3707,530,0.158045,-0.321033,0.011784,10680419,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,655000,31.125,32.125,21,1969,0.172885,0.812444,0.008055,10606337,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,450000,230.75,231.75,15,1058,,,,10799477,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,600000,89,90,1,6279,0.209986,0.905993,0.00223,10500861,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,640000,12.375,13.125,46,3546,0.177962,-0.236689,0.003575,10708732,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,670000,19.125,19.875,105,4041,0.154625,0.680558,0.011992,10757188,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,695000,16.75,17.5,16,239,0.133003,-0.666855,0.014185,10902789,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,710000,9,9.5,6,6,0.13172,0.324687,0.007958,11008274,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,630000,10.5,11.25,30,398,0.182726,-0.205234,0.00321,10957451,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,625000,1.125,1.375,310,6363,0.215701,-0.067077,0.003134,10759016,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,675000,0.625,0.75,3214,4090,0.200009,-0.177462,0.036452,11061348,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,720000,0.6875,0.8125,575,642,0.125162,0.071257,0.005659,11078023,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,675000,15.25,16,120,8926,0.158393,-0.389909,0.007052,11080395,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,700000,3.375,3.75,620,1828,0.125183,0.251962,0.013259,11041464,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,625000,5.375,5.625,1007,9069,0.194908,-0.15167,0.003516,11045008,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,690000,6.875,7.375,1041,9491,0.131586,0.402606,0.015291,10943286,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,700000,30.75,31.75,14,1094,0.14843,-0.504859,0.005508,11067959,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,630000,6,6.5,20,4431,0.192895,-0.169322,0.003817,10994506,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,600000,3.375,3.75,169,7771,0.218587,-0.096636,0.002285,11047031,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,665000,12.25,12.75,154,6339,0.164008,-0.32506,0.006394,11142044,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,620000,1.125,1.375,686,2627,0.230733,-0.063258,0.0028,10873854,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,635000,1.6875,1.875,508,8765,0.203094,-0.0951,0.004334,11089087,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,695000,5.25,5.625,908,5411,0.132549,0.330842,0.014223,11168694,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,625000,0,0.0625,60,6348,0.635056,-0.004376,0.000567,10898120,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,710000,1.4375,1.6875,1345,5145,0.121379,0.134662,0.009291,11217675,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,C,625000,76.125,77.125,60,27730,0.180111,0.803867,0.003062,10924970,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,655000,41.375,42.375,20,1396,0.167111,0.729193,0.005717,11055304,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,680000,1.625,1.75,2153,8393,0.167089,-0.396809,0.064682,11055325,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,670000,19.75,20.5,588,5050,0.162906,-0.353383,0.004695,11030466,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,690000,18,18.75,56,3991,0.143377,0.493084,0.008088,11220497,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,650000,0.125,0.1875,3574,6638,0.463851,-0.024811,0.00351,11267756,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,635000,0.0625,0.125,200,799,0.606024,-0.012376,0.001484,11096180,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,C,725000,2,2.25,2600,2600,0.124155,0.129596,0.006307,11196795,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,660000,11,11.75,119,2574,0.168692,-0.297251,0.005981,11197204,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,695000,0,0.0625,4083,8663,0.170976,0.014544,0.006047,11319909,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,700000,18.375,19.125,170,4729,0.323142,-0.942013,0.010054,11097954,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,640000,0.0625,0.125,1750,9442,0.547243,-0.013575,0.00178,11155555,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,500000,0.4375,0.5,1605,9191,0.294192,-0.012744,0.000327,11176929,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,685000,11.5,12.25,306,581,0.143676,-0.515612,0.014418,11297196,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961116,19960918,P,640000,4.625,5,555,4220,0.189198,-0.170444,0.004969,11452033,685.200686,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,690000,8.75,9.25,154,849,0.215036,-0.862438,0.028664,11273541,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,660000,16.75,17.5,1040,2427,0.16678,-0.309608,0.004355,11346651,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,630000,1.375,1.625,107,6117,0.209733,-0.080149,0.003694,11178664,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,680000,17,17.75,160,1519,0.155217,-0.42496,0.007347,11277036,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,P,690000,13.625,14.375,36,1576,0.13424,-0.593517,0.015009,11505318,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,705000,2.25,2.625,11,4190,0.123784,0.189403,0.011383,11205024,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,725000,4.75,5.125,24,3737,0.125669,0.209027,0.00667,11433861,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,685000,0.75,0.9375,3185,2127,0.15049,0.260887,0.060531,11207038,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,690000,0.1875,0.25,3951,3350,0.167962,0.080705,0.024979,11307793,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,C,725000,13.5,14.25,5,3105,0.134356,0.337925,0.005601,11263072,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19970322,19960918,P,675000,21,22,31,11978,0.159424,-0.375897,0.004896,11489090,694.245341,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,660000,26.875,27.875,59,4537,0.166334,0.775993,0.009315,11490720,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,625000,55.625,56.625,10,4486,,,,11491397,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,655000,0.125,0.1875,338,9109,0.4001,-0.028291,0.004541,11339789,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,525000,0.625,0.875,10,9552,0.273226,-0.020738,0.000534,11605099,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,P,655000,10,10.5,4,1856,0.172395,-0.270776,0.005599,11573888,687.691044,1,CBOE S&P 500 INDEX,E
19960918,19961019,19960918,C,645000,40,41,2,17,0.185948,0.868539,0.005911,11419801,683.292745,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,C,645000,35.625,36.625,152,2214,,,,11606849,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19960921,19960918,P,685000,4.5,5,1025,3707,0.186779,-0.696471,0.052456,11600171,681.531231,1,CBOE S&P 500 INDEX,E
19960918,19961221,19960918,C,750000,1.125,1.375,261,1273,0.116268,0.072207,0.003452,11420279,687.691044,1,CBOE S&P 500 INDEX,E
