date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,optionid,forward_price,index_flag,issuer,exercise_style
19960903,19961019,19960903,P,640000,8.375,8.875,5302,8045,0.177314,-0.318673,0.008844,10340937,657.505648,1,CBOE S&P 500 INDEX,E
19960903,19961019,19960903,P,615000,4,4.5,16,4429,0.205893,-0.16544,0.005308,10427158,657.505648,1,CBOE S&P 500 INDEX,E
19960903,19961116,19960903,P,660000,18,18.75,136,966,0.156488,-0.489205,0.008728,10265214,659.409859,1,CBOE S&P 500 INDEX,E
19960903,19960921,19960903,C,640000,19.25,19.75,72,4290,0.180593,0.744357,0.012958,10292479,655.678731,1,CBOE S&P 500 INDEX,E
19960903,19970322,19960903,P,650000,21.875,22.875,50,8010,0.16278,-0.37984,0.004811,10023065,668.520798,1,CBOE S&P 500 INDEX,E
19960903,19960921,19960903,C,705000,0.0625,0.125,2100,5302,0.154219,0.01286,0.001569,10220641,655.678731,1,CBOE S&P 500 INDEX,E
19960903,19961221,19960903,P,400000,0.125,0.25,35,7392,0.368669,-0.004331,0.000097,10195987,661.899665,1,CBOE S&P 500 INDEX,E
19960903,19970322,19960903,P,525000,3.5,3.75,1,1504,0.234443,-0.067859,0.001156,10163832,668.520798,1,CBOE S&P 500 INDEX,E
19960903,19960921,19960903,P,630000,2.625,2.6875,3697,2730,0.206305,-0.171781,0.009005,10136995,655.678731,1,CBOE S&P 500 INDEX,E
19960903,19961019,19960903,P,570000,1.1875,1.4375,4,361,0.259286,-0.051267,0.001784,10477503,657.505648,1,CBOE S&P 500 INDEX,E
