IV_D_h1,IV_D_h2,IV_D_h3,IV_D_h6,IV_D_h9,IV_D_h12,date
0.000637691735752787,0.00147750784237841,0.00252830110921868,0.00601417989023365,0.00944069060199719,0.0128631139738634,02-Jun-2005
0.000734445731221749,0.00161799040619902,0.002644971906997,0.00623808488289732,0.00965033709558057,0.0130284609946815,03-Jun-2005
0.000733772114796686,0.00166671361394333,0.00263394956157388,0.00638718691699212,0.00992704537674357,0.013424560940842,06-Jun-2005
0.0007571563121341,0.00165766714867471,0.00262831316856724,0.0063488274551566,0.00987969305898613,0.0133783630208908,07-Jun-2005
0.000714462350725675,0.00172050271380039,0.00275542121926732,0.00626002907684332,0.00958247033385719,0.0128810024501367,08-Jun-2005
0.000705637486267796,0.00157947921081286,0.00258858294766826,0.00631468960814485,0.00967794449212953,0.0130043529212804,09-Jun-2005
0.000651344945542317,0.00159514539968523,0.00262198658311221,0.00609650505993056,0.00949364699878058,0.0128827568489508,10-Jun-2005
0.000658491521360494,0.00146547966737752,0.00242546617503453,0.00568885297957006,0.00893478713980754,0.0121795692739785,13-Jun-2005
0.000622358914407191,0.00142007423556395,0.00250485160207984,0.00577768544320624,0.00878454653106192,0.0117840534775585,14-Jun-2005
0.000640339628661686,0.00141909156637506,0.00241602485797435,0.00572292417693187,0.00872960397028319,0.0117311968206164,15-Jun-2005
0.000573139795728646,0.00132461014242595,0.00225286852935807,0.00541674307967612,0.00822875109989098,0.0110388059659959,16-Jun-2005
0.000583447205555253,0.00134687668811489,0.00230646998556541,0.00553152430935747,0.00885426390921981,0.0121964180454419,17-Jun-2005
0.00059920724043581,0.00141914481349958,0.00242926844460702,0.00549271412328314,0.00844928514398334,0.0114683766078443,20-Jun-2005
0.000586780831845337,0.00126422546772445,0.00222119952393419,0.00536057205156041,0.00842761762479928,0.011543301263522,21-Jun-2005
0.000528526520534034,0.00121078735720996,0.00223269304222334,0.0052585992652853,0.00816044124953226,0.0111544476931985,22-Jun-2005
0.000677475247837945,0.00157983330796311,0.00257075493616605,0.00581421072104372,0.00896897448991629,0.011913371693354,23-Jun-2005
0.000671808640872917,0.00155442655014487,0.00279058930706833,0.00625965611311627,0.00958506115550468,0.0127286240347525,24-Jun-2005
0.00074146973915252,0.00163632976169031,0.00269122153393013,0.0060518285494143,0.00926432302818198,0.0123209394644238,27-Jun-2005
0.000629912367354021,0.00142671782098888,0.00240137053463927,0.00553110429974349,0.0081659791351868,0.0109092347052773,28-Jun-2005
0.000614022978138725,0.00144664886035297,0.00242834221175202,0.00566846007310919,0.00888185702780345,0.0119181972277739,29-Jun-2005
0.000666582851972814,0.00156344624390052,0.00259278644119267,0.0058997680602848,0.00911487541605502,0.0122238979128417,30-Jun-2005
0.000556703528826443,0.00140698472380986,0.00250064898761241,0.00579298602037179,0.00898340891459489,0.0119866751802993,01-Jul-2005
0.00061103758493207,0.00147775974883091,0.00243784970035538,0.00507887331855705,0.00734026865837931,0.00956245074537588,05-Jul-2005
0.000721160141320434,0.00159281042372024,0.00255064914138417,0.00546040839997506,0.00826521468523461,0.0106232208107817,06-Jul-2005
0.000750334655795724,0.00161567419621041,0.00263629896161247,0.00584741052132675,0.00898972322196844,0.0119794557541983,07-Jul-2005
0.000579401676812054,0.00140440480660191,0.00239186749480515,0.00537965238642136,0.00824425167596789,0.0108992268418144,08-Jul-2005
0.000536222110322572,0.00140607819498339,0.00232989719757475,0.00517698806995971,0.00814475280173538,0.0111844472582305,11-Jul-2005
